0.2,0.001,0.22,2,1.342,1.342,0.671,0.3355,13.42,6.71,270,90,0.1,23.79,142
0.001,0.001,0.001,2,0.949,0.949,0.949,0.4745,9.49,9.49,270,90,0.9,32.16,130.56
0.001,0.001,0.001,1,0.4745,0.4745,0.949,0.4745,9.49,9.49,270,90,0.9,0.03,55.36
0.2,0.001,0.22,1,0.316,0.316,1.265,1.265,6.32,12.65,240,80,0.9,12.03,67.98
0.2,0.21,0.22,1,0.707,0.707,0.3535,0.707,14.14,7.07,300,100,0.1,20.39,125.6
0.001,0.001,0.001,1,0.316,0.316,0.6325,0.6325,6.32,12.65,240,80,0.9,0.04,60.56
0.001,0.001,0.22,2,0.671,0.671,0.671,0.671,13.42,6.71,270,90,0.9,42.42,158.89
0.2,0.21,0.001,1,0.707,0.707,0.3535,0.707,14.14,7.07,300,100,0.1,0.03,54.25
0.001,0.21,0.22,2,0.4745,0.4745,0.4745,0.949,9.49,9.49,270,90,0.9,11.59,58.66
0.2,0.21,0.22,2,0.707,0.707,0.707,0.707,14.14,7.07,300,100,0.9,11.14,54.69
0.2,0.001,0.22,2,0.3355,0.3355,1.342,1.342,6.71,13.42,270,90,0.1,22.33,143
0.2,0.21,0.001,1,0.3355,0.3355,1.342,1.342,6.71,13.42,270,90,0.9,31.81,130.44
0.001,0.001,0.001,1,1,1,1,0.5,10,10,300,100,0.9,30.52,119.6
0.2,0.001,0.001,1,0.447,0.447,0.894,0.894,8.94,8.94,240,80,0.9,74.46,0.07
0.2,0.001,0.22,2,0.632,0.632,0.6325,0.6325,6.32,12.65,240,80,0.1,12.54,64.88
0.2,0.001,0.22,2,0.4745,0.4745,0.4745,0.4745,9.49,9.49,270,90,0.1,75.26,0.07
0.001,0.001,0.22,2,0.6325,0.6325,0.632,0.316,12.65,6.32,240,80,0.9,35.79,146.75
0.2,0.001,0.001,1,0.671,0.671,0.3355,0.3355,13.42,6.71,270,90,0.1,42.8,156.22
0.2,0.001,0.22,1,0.3535,0.3535,0.707,1.414,7.07,14.14,300,100,0.9,50.84,0.5
0.001,0.001,0.001,1,0.707,0.707,0.3535,0.3535,14.14,7.07,300,100,0.1,14.63,58.59
0.2,0.21,0.001,2,1.342,1.342,0.671,0.671,13.42,6.71,270,90,0.1,69.47,24.47
0.2,0.21,0.001,1,0.707,0.707,0.707,0.3535,14.14,7.07,300,100,0.1,0.12,51.55
0.001,0.001,0.22,2,0.4745,0.4745,0.949,0.4745,9.49,9.49,270,90,0.1,0.29,58.14
0.001,0.001,0.001,2,0.949,0.949,0.4745,0.4745,9.49,9.49,270,90,0.1,28.08,154.78
0.001,0.21,0.22,1,1.265,1.265,0.632,0.316,12.65,6.32,240,80,0.9,0.06,63.44
0.001,0.001,0.001,2,0.6325,0.6325,0.632,0.632,12.65,6.32,240,80,0.1,25.86,155.5
0.2,0.21,0.22,1,0.3535,0.3535,0.707,1.414,7.07,14.14,300,100,0.1,57.4,31.93
0.2,0.001,0.001,2,0.3535,0.3535,1.414,0.707,7.07,14.14,300,100,0.1,20.35,127.9
0.2,0.001,0.22,1,0.671,0.671,0.671,0.3355,13.42,6.71,270,90,0.9,61.54,24.51
0.001,0.001,0.001,1,0.671,0.671,0.671,0.671,6.71,13.42,270,90,0.9,62.72,28.79
0.2,0.21,0.22,2,0.5,0.5,1,0.5,10,10,300,100,0.1,38.61,140.5
0.001,0.21,0.001,2,0.632,0.632,0.6325,0.6325,6.32,12.65,240,80,0.1,88.79,36.36
0.2,0.21,0.001,1,0.5,0.5,0.5,0.5,10,10,300,100,0.9,71.5,29.91
0.2,0.001,0.001,1,0.949,0.949,0.949,0.4745,9.49,9.49,270,90,0.1,31.37,130.11
0.2,0.001,0.001,1,0.6325,0.6325,0.632,0.632,12.65,6.32,240,80,0.9,64.7,0.5
0.2,0.21,0.001,1,1.265,1.265,0.316,0.316,12.65,6.32,240,80,0.1,25.8,154.88
0.2,0.001,0.001,2,1.414,1.414,0.707,0.707,14.14,7.07,300,100,0.9,60.26,0.02
0.2,0.001,0.001,1,1.265,1.265,0.316,0.632,12.65,6.32,240,80,0.9,18.29,79.69
0.2,0.001,0.22,1,0.3535,0.3535,1.414,1.414,7.07,14.14,300,100,0.1,18.63,119.1
0.2,0.21,0.001,2,1,1,0.5,0.5,10,10,300,100,0.1,62.77,22.52
0.001,0.21,0.22,2,0.5,0.5,0.5,0.5,10,10,300,100,0.9,51.31,0.38
0.001,0.001,0.001,1,0.3355,0.3355,1.342,1.342,6.71,13.42,270,90,0.1,41.94,158.11
0.001,0.001,0.001,2,0.6325,0.6325,0.316,0.316,12.65,6.32,240,80,0.1,16.29,71.14
0.001,0.001,0.001,1,0.671,0.671,0.671,1.342,6.71,13.42,270,90,0.1,72.38,0
0.001,0.21,0.22,2,1,1,0.5,0.5,10,10,300,100,0.1,62.76,0
0.2,0.001,0.001,1,0.707,0.707,0.707,0.707,7.07,14.14,300,100,0.9,29.81,119.7
0.001,0.21,0.001,2,0.5,0.5,1,1,10,10,300,100,0.1,0.33,49.84
0.2,0.21,0.22,1,0.707,0.707,0.707,0.707,7.07,14.14,300,100,0.1,51.42,0.14
0.2,0.001,0.001,2,0.5,0.5,1,0.5,10,10,300,100,0.9,20.5,123.8
0.001,0.21,0.001,2,1,1,0.5,0.5,10,10,300,100,0.9,0.46,53.37
0.001,0.001,0.001,2,0.707,0.707,0.707,0.3535,14.14,7.07,300,100,0.9,9.07,49.89
0.2,0.21,0.001,1,1.265,1.265,0.632,0.316,12.65,6.32,240,80,0.9,46.01,176.13
0.001,0.001,0.001,1,1,1,1,1,10,10,300,100,0.1,56.81,30.4
0.2,0.001,0.22,2,0.4745,0.4745,0.949,0.4745,9.49,9.49,270,90,0.9,11.92,62.72
0.2,0.001,0.001,2,0.671,0.671,1.342,0.671,6.71,13.42,270,90,0.1,0.13,59.17
0.001,0.21,0.22,2,0.6325,0.6325,0.632,0.632,12.65,6.32,240,80,0.1,91.18,41.34
0.2,0.21,0.22,2,0.447,0.447,0.447,0.447,8.94,8.94,240,80,0.9,13.83,69.29
0.001,0.21,0.001,1,0.447,0.447,0.447,0.894,8.94,8.94,240,80,0.9,16.84,68.94
0.001,0.21,0.22,1,0.671,0.671,0.671,0.671,13.42,6.71,270,90,0.1,75.69,0.01
0.2,0.001,0.22,1,0.707,0.707,0.707,0.707,14.14,7.07,300,100,0.9,50.97,0.18
0.2,0.001,0.001,2,0.316,0.316,0.6325,0.6325,6.32,12.65,240,80,0.1,24.03,151
0.2,0.21,0.001,2,0.671,0.671,0.3355,0.3355,13.42,6.71,270,90,0.1,64.12,0
0.001,0.21,0.22,2,1.414,1.414,0.3535,0.707,14.14,7.07,300,100,0.9,48.05,22.43
0.001,0.001,0.001,1,0.3355,0.3355,0.671,1.342,6.71,13.42,270,90,0.9,60.59,0
0.001,0.21,0.22,2,0.3535,0.3535,0.707,0.707,7.07,14.14,300,100,0.1,23.51,137.4
0.001,0.21,0.22,2,0.316,0.316,0.6325,0.6325,6.32,12.65,240,80,0.9,69.34,27.05
0.001,0.21,0.22,1,0.707,0.707,1.414,0.707,7.07,14.14,300,100,0.1,58.98,0.03
0.001,0.001,0.22,1,0.6325,0.6325,0.316,0.632,12.65,6.32,240,80,0.9,31.18,170.5
0.2,0.001,0.001,2,0.316,0.316,0.6325,1.265,6.32,12.65,240,80,0.1,68.74,28.08
0.2,0.001,0.001,2,0.949,0.949,0.4745,0.4745,9.49,9.49,270,90,0.1,20.4,134.89
0.2,0.001,0.001,1,1.414,1.414,0.3535,0.707,14.14,7.07,300,100,0.9,56.16,27.11
0.2,0.001,0.22,1,1.342,1.342,0.671,0.3355,13.42,6.71,270,90,0.9,69.39,24.1
0.001,0.001,0.001,1,0.632,0.632,1.265,0.6325,6.32,12.65,240,80,0.9,92.33,0
0.001,0.001,0.001,1,0.447,0.447,0.894,0.447,8.94,8.94,240,80,0.1,27.25,160.75
0.001,0.21,0.001,1,0.671,0.671,0.671,0.671,6.71,13.42,270,90,0.1,61.66,0
0.001,0.21,0.22,1,0.4745,0.4745,0.949,0.4745,9.49,9.49,270,90,0.1,65.83,0.03
0.001,0.21,0.001,1,0.3355,0.3355,0.671,0.671,6.71,13.42,270,90,0.1,37.61,144
0.001,0.001,0.001,2,0.3535,0.3535,1.414,0.707,7.07,14.14,300,100,0.9,9.49,51.05
0.001,0.21,0.22,2,1.414,1.414,0.707,0.3535,14.14,7.07,300,100,0.9,48.43,21.11
0.001,0.21,0.001,1,0.949,0.949,0.4745,0.4745,9.49,9.49,270,90,0.1,13.46,63.51
0.001,0.21,0.22,2,0.447,0.447,0.447,0.447,8.94,8.94,240,80,0.9,83.74,0.03
0.001,0.001,0.001,1,1,1,1,1,10,10,300,100,0.1,28.52,118.7
0.2,0.001,0.001,2,0.671,0.671,1.342,0.671,6.71,13.42,270,90,0.1,71.87,0
0.001,0.001,0.22,2,0.707,0.707,0.707,0.707,7.07,14.14,300,100,0.9,76.8,0
0.001,0.21,0.001,1,0.3355,0.3355,0.671,0.671,6.71,13.42,270,90,0.1,67.73,0.02
0.001,0.21,0.001,1,0.707,0.707,1.414,1.414,7.07,14.14,300,100,0.1,67.03,0.03
0.2,0.21,0.001,1,0.671,0.671,0.671,0.3355,13.42,6.71,270,90,0.1,13.2,59.63
0.2,0.001,0.22,1,0.707,0.707,0.707,0.707,7.07,14.14,300,100,0.9,61.08,0
0.001,0.001,0.001,1,1.342,1.342,0.3355,0.671,13.42,6.71,270,90,0.1,41.21,153.22
0.001,0.001,0.001,2,0.5,0.5,0.5,1,10,10,300,100,0.9,68.83,0
0.2,0.001,0.001,2,0.949,0.949,0.949,0.949,9.49,9.49,270,90,0.9,62.1,27.22
0.001,0.21,0.22,2,0.707,0.707,0.707,0.3535,14.14,7.07,300,100,0.9,0.21,49.89
0.2,0.21,0.22,1,0.6325,0.6325,0.316,0.632,12.65,6.32,240,80,0.1,16.05,68.06
0.001,0.001,0.001,1,0.447,0.447,0.894,0.447,8.94,8.94,240,80,0.1,85.15,0.01
0.2,0.21,0.22,1,0.316,0.316,1.265,1.265,6.32,12.65,240,80,0.9,42.86,164.38
0.001,0.001,0.001,2,1.414,1.414,0.3535,0.3535,14.14,7.07,300,100,0.9,59.93,0.09
0.2,0.21,0.001,2,1.414,1.414,0.3535,0.707,14.14,7.07,300,100,0.1,0.19,50.92
0.001,0.21,0.001,1,1.342,1.342,0.3355,0.671,13.42,6.71,270,90,0.1,0.02,56.03
0.2,0.21,0.22,1,1.342,1.342,0.3355,0.671,13.42,6.71,270,90,0.1,64.36,0
0.001,0.001,0.001,2,0.671,0.671,0.671,1.342,6.71,13.42,270,90,0.1,27.42,156.22
0.2,0.001,0.001,1,0.707,0.707,1.414,1.414,7.07,14.14,300,100,0.9,25.45,141.8
0.001,0.21,0.001,2,0.707,0.707,1.414,1.414,7.07,14.14,300,100,0.1,23.69,136.3
0.001,0.001,0.22,2,0.5,0.5,0.5,0.5,10,10,300,100,0.1,48.29,21.89
